age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
35,blue-collar,married,17,0,0,0,apr,fri,317,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,entrepreneur,married,12,1,0,1,may,fri,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
26,technician,single,16,0,0,0,jul,fri,129,2,6,1,success,-1.7,94.215,-40.3,0.861,4991.6,0
45,housemaid,divorced,16,1,0,1,may,thu,105,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
51,services,married,12,0,1,0,aug,tue,20,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,management,married,16,1,0,0,aug,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
55,admin.,married,12,0,0,0,apr,tue,163,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
31,services,single,12,1,0,1,aug,wed,61,1,999,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,0
46,admin.,married,16,1,0,0,aug,tue,208,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,admin.,married,16,1,0,0,aug,mon,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,admin.,married,12,0,1,1,may,thu,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
49,admin.,married,16,1,0,0,may,fri,168,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
27,admin.,married,12,0,0,0,nov,mon,116,1,4,2,failure,-3.4,92.649,-30.1,0.714,5017.5,0
37,blue-collar,married,6,0,0,0,jul,wed,244,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
27,services,married,12,0,0,0,jul,thu,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41,blue-collar,married,9,1,0,0,may,tue,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
36,services,single,12,0,1,0,apr,mon,76,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
73,retired,married,4,1,0,0,mar,mon,209,2,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,0
43,admin.,married,17,0,1,1,may,tue,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
81,housemaid,divorced,4,1,0,0,nov,mon,151,6,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
39,admin.,married,17,1,0,1,may,tue,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,admin.,single,12,1,0,0,may,thu,97,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
36,technician,divorced,17,1,0,0,aug,thu,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,services,single,6,0,1,0,may,fri,307,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
60,retired,divorced,4,0,1,1,may,fri,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,admin.,married,16,0,1,0,may,mon,85,2,9,2,success,-1.8,93.876,-40,0.701,5008.7,0
39,unemployed,married,9,1,0,0,nov,tue,467,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
40,housemaid,single,17,0,0,1,may,mon,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,blue-collar,divorced,17,1,1,0,nov,fri,49,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
25,admin.,single,12,1,1,1,jun,wed,217,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,entrepreneur,single,16,1,0,0,nov,mon,77,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
45,technician,married,12,1,0,0,aug,tue,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,admin.,single,16,0,0,0,nov,tue,55,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
23,admin.,single,16,0,0,1,may,tue,266,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,blue-collar,single,12,0,0,0,may,wed,465,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
30,management,married,16,1,0,1,sep,mon,221,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,0
53,housemaid,married,17,1,0,1,jun,mon,251,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
25,technician,married,16,0,0,0,jul,thu,68,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,blue-collar,married,9,0,0,0,nov,mon,236,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
31,housemaid,single,16,1,0,0,aug,tue,348,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
35,management,divorced,16,1,1,0,jun,tue,270,2,12,2,success,-1.7,94.055,-39.8,0.723,4991.6,0
34,technician,married,17,0,0,1,jun,thu,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
25,services,married,12,1,0,1,jun,mon,174,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,admin.,single,16,0,0,1,jul,tue,237,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52,housemaid,married,9,1,0,0,nov,thu,339,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
51,admin.,married,12,0,1,1,jun,thu,222,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
53,admin.,married,16,1,1,0,dec,mon,433,1,999,0,nonexistent,-3,92.713,-33,0.706,5023.5,0
36,blue-collar,married,9,1,0,1,may,mon,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
32,technician,married,17,0,0,0,oct,wed,691,2,14,4,failure,-1.1,94.601,-49.5,0.959,4963.6,0
30,admin.,married,12,1,0,0,aug,mon,214,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
28,student,single,12,1,0,0,apr,thu,121,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,0
36,admin.,married,16,0,0,0,aug,mon,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35,technician,married,16,0,0,1,jun,mon,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
24,services,single,12,1,0,0,apr,fri,515,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
50,services,married,9,1,1,1,may,tue,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,blue-collar,married,9,1,1,0,may,mon,7,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
43,admin.,married,16,1,0,1,may,fri,224,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
54,admin.,married,16,0,0,0,jun,wed,77,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
30,blue-collar,single,9,1,0,0,nov,thu,145,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
55,admin.,married,12,1,1,1,may,wed,692,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
32,admin.,single,16,0,0,0,jul,fri,132,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
26,admin.,single,12,0,0,1,jun,wed,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
29,admin.,single,9,1,0,1,may,wed,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,technician,single,17,0,0,1,may,fri,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,admin.,divorced,12,1,0,1,jun,fri,115,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,blue-collar,married,17,1,1,1,jun,mon,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
53,services,married,12,1,0,1,may,mon,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,services,married,9,0,0,0,may,tue,212,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
23,technician,single,17,1,0,0,nov,thu,116,5,9,2,failure,-3.4,92.649,-30.1,0.714,5017.5,0
36,admin.,married,16,1,0,1,jul,mon,197,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,services,married,9,0,0,1,may,fri,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,technician,single,16,1,1,0,aug,tue,96,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0
36,technician,married,17,1,0,1,jun,mon,302,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
53,services,married,12,0,0,1,jul,mon,336,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,self-employed,married,16,0,0,1,jun,thu,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
39,services,divorced,12,0,1,0,jul,thu,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
62,retired,divorced,12,1,0,0,jun,fri,201,4,999,0,nonexistent,-1.7,94.055,-39.8,0.732,4991.6,0
59,retired,married,4,1,0,0,aug,mon,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,self-employed,single,16,0,0,0,jul,thu,590,1,999,2,failure,-2.9,92.469,-33.6,1.072,5076.2,0
49,admin.,married,16,1,0,0,aug,thu,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34,technician,single,17,0,0,0,jul,thu,28,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
50,admin.,married,16,1,1,0,aug,tue,252,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
26,admin.,single,16,0,0,1,may,thu,217,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
29,admin.,single,16,0,1,0,aug,wed,447,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,management,married,16,1,1,0,may,wed,74,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
58,management,married,16,0,0,0,jul,mon,607,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,technician,married,17,1,0,0,aug,mon,207,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
39,self-employed,married,16,0,0,1,jun,mon,135,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
37,technician,married,12,1,0,0,aug,wed,599,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,services,married,12,0,0,0,may,fri,263,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
34,entrepreneur,single,17,1,0,1,jun,mon,144,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
30,admin.,single,12,1,0,0,may,mon,57,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
50,admin.,married,9,0,0,0,aug,fri,215,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31,technician,married,17,0,0,1,may,wed,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,blue-collar,married,9,1,0,1,jun,mon,198,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
29,admin.,married,16,1,1,0,jul,tue,256,2,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,0
47,technician,married,17,1,0,0,jul,thu,30,33,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
58,retired,married,9,0,1,0,may,fri,235,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
36,blue-collar,single,4,1,0,1,may,mon,143,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,services,divorced,6,0,0,0,nov,wed,254,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
48,admin.,married,12,0,0,1,nov,tue,301,1,999,2,failure,-1.1,94.767,-50.8,1.049,4963.6,0
44,admin.,single,17,0,0,0,nov,thu,48,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,admin.,married,12,1,0,0,aug,wed,170,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,technician,married,9,0,0,1,may,mon,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,technician,married,16,0,0,1,may,tue,169,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,self-employed,married,16,1,0,0,nov,fri,56,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
44,admin.,married,16,0,0,0,aug,wed,96,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0
26,blue-collar,single,6,1,1,0,may,fri,191,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
49,housemaid,married,4,0,0,1,may,wed,328,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,admin.,divorced,16,1,0,0,aug,thu,35,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
40,blue-collar,married,9,0,0,1,jun,mon,154,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
47,admin.,married,9,1,0,1,may,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
51,blue-collar,married,4,1,0,1,may,wed,438,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
32,self-employed,single,16,1,0,0,aug,thu,148,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35,technician,married,17,0,0,0,jul,wed,151,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
48,admin.,married,16,0,0,0,aug,wed,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,unemployed,married,16,1,0,0,aug,fri,59,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,blue-collar,married,4,0,0,1,jun,wed,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
25,student,married,12,1,0,1,oct,wed,7,1,999,0,nonexistent,-1.1,94.601,-49.5,1.016,4963.6,0
58,admin.,married,16,0,0,0,aug,tue,373,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
44,blue-collar,single,17,0,0,1,may,mon,29,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,technician,married,17,1,0,0,aug,wed,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
28,admin.,single,16,1,0,1,may,fri,286,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
54,management,married,16,1,0,0,apr,thu,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
32,blue-collar,single,4,0,0,0,jul,tue,142,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
42,admin.,married,9,1,1,1,may,tue,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
40,technician,married,17,0,0,0,aug,tue,451,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
53,entrepreneur,married,16,1,0,0,jul,thu,302,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,management,married,16,0,0,1,nov,mon,986,1,7,3,failure,-3.4,92.649,-30.1,0.714,5017.5,0
55,blue-collar,married,4,1,0,1,may,fri,334,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,admin.,single,12,1,0,0,may,wed,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
36,technician,single,17,1,0,1,nov,tue,34,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
34,services,married,9,1,0,1,jun,mon,274,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
48,management,married,16,1,1,0,aug,tue,83,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
22,student,single,16,1,0,1,jul,mon,138,12,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,admin.,married,12,0,0,0,jul,wed,185,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
56,admin.,married,12,1,0,1,jun,wed,375,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
57,retired,married,12,0,0,1,may,tue,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,admin.,divorced,12,0,1,0,aug,wed,359,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
31,admin.,married,12,0,0,1,jul,tue,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
63,retired,married,17,0,0,1,apr,wed,74,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0
24,student,single,12,0,0,0,jun,tue,253,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
35,admin.,married,16,1,0,0,nov,wed,185,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
37,technician,single,17,0,0,1,may,fri,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,technician,married,6,0,0,1,jun,mon,478,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
25,blue-collar,single,9,1,0,1,jul,wed,236,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
48,housemaid,married,4,1,0,0,aug,mon,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
39,admin.,married,16,0,0,0,jul,mon,171,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,unemployed,married,16,0,0,0,aug,wed,147,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29,admin.,single,12,1,0,0,jul,wed,360,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
35,entrepreneur,divorced,17,0,0,0,aug,tue,255,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
40,admin.,married,16,0,0,0,aug,tue,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,management,divorced,16,0,1,0,apr,mon,72,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
39,technician,single,16,1,0,0,jul,mon,333,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,admin.,married,16,1,0,0,nov,wed,162,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
53,self-employed,married,4,1,0,0,nov,tue,76,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
37,entrepreneur,married,16,1,0,0,nov,mon,151,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
23,admin.,single,17,0,0,0,jul,wed,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,technician,married,17,0,0,1,may,fri,27,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,admin.,married,17,1,0,0,aug,fri,75,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
46,management,married,16,1,0,0,may,thu,247,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
27,admin.,single,12,1,0,0,may,fri,340,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
34,blue-collar,married,4,0,0,0,may,fri,11,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
47,admin.,married,16,1,0,1,jun,fri,11,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,admin.,married,16,1,0,0,aug,fri,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
50,entrepreneur,married,9,0,0,1,nov,tue,2,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
25,admin.,single,16,1,0,1,nov,mon,107,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
55,services,married,4,0,1,0,aug,wed,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,admin.,married,12,1,0,0,nov,tue,273,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
30,technician,divorced,12,0,0,0,aug,thu,494,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
49,blue-collar,married,6,1,0,0,may,tue,85,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
38,admin.,married,12,1,0,1,jun,thu,1411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
46,admin.,married,4,0,0,1,may,tue,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
38,blue-collar,married,6,0,0,1,jun,mon,144,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
47,self-employed,divorced,17,1,0,1,jun,mon,364,13,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
58,admin.,married,17,1,0,0,apr,thu,98,4,999,2,failure,-1.8,93.749,-34.6,0.644,5008.7,0
39,technician,divorced,12,1,0,0,aug,fri,255,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
33,services,married,12,0,1,1,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,blue-collar,single,4,1,0,0,may,fri,325,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
55,admin.,married,16,0,1,1,jul,fri,498,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,self-employed,single,16,1,0,0,jul,wed,359,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
55,blue-collar,married,4,1,0,0,aug,thu,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
27,self-employed,single,17,0,0,0,jun,tue,162,2,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,0
37,admin.,married,16,1,0,0,aug,thu,54,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
35,admin.,single,16,0,1,1,may,mon,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,admin.,married,6,0,0,1,may,thu,1013,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
35,admin.,married,12,0,1,0,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
36,admin.,married,12,0,0,1,may,mon,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,technician,married,17,0,1,0,jul,thu,268,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
40,blue-collar,married,9,0,0,0,nov,tue,113,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
39,unemployed,divorced,16,0,0,0,aug,tue,307,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
41,entrepreneur,divorced,9,1,0,0,jul,thu,179,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
29,services,divorced,12,1,0,0,may,fri,548,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
41,technician,single,16,0,1,1,may,fri,169,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
30,blue-collar,single,9,0,0,0,may,thu,362,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
35,technician,married,17,0,0,0,nov,thu,366,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,management,single,12,0,0,0,may,wed,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
26,blue-collar,married,9,0,0,0,jul,tue,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
54,management,divorced,16,1,0,0,oct,thu,214,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,0
27,blue-collar,single,9,1,0,0,jul,mon,120,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
31,management,married,16,0,0,0,jun,tue,217,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
42,blue-collar,divorced,4,0,1,1,may,fri,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,technician,married,17,0,0,1,may,wed,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
45,housemaid,divorced,4,1,0,0,jul,wed,458,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,admin.,married,12,0,1,0,jul,thu,18,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
38,blue-collar,single,16,0,0,0,jul,wed,176,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
29,blue-collar,married,12,0,0,1,may,wed,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
37,blue-collar,married,6,0,0,1,may,thu,383,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,blue-collar,married,17,0,1,0,nov,tue,91,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
49,unemployed,married,12,0,0,0,sep,wed,169,1,999,1,failure,-3.4,92.379,-29.8,0.768,5017.5,0
31,admin.,single,16,1,0,0,aug,thu,188,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
53,admin.,married,16,1,0,0,aug,thu,238,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
56,retired,divorced,4,1,0,1,jun,fri,10,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
52,entrepreneur,married,9,1,0,0,jul,mon,165,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,retired,married,17,1,0,0,aug,fri,282,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
34,blue-collar,single,4,0,0,0,jul,wed,475,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
46,management,divorced,4,0,0,1,jul,wed,201,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
50,admin.,married,12,1,0,1,may,wed,146,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
50,admin.,divorced,9,0,0,0,jul,fri,452,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
50,admin.,married,12,0,1,0,aug,tue,519,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
36,technician,married,17,0,0,1,jun,mon,151,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
40,management,married,16,0,0,1,jun,fri,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
46,admin.,married,12,1,1,0,apr,mon,128,2,6,2,success,-1.8,93.749,-34.6,0.645,5008.7,0
46,admin.,single,16,1,0,0,jul,thu,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
38,management,married,16,1,0,0,nov,thu,258,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
36,admin.,single,16,1,1,0,aug,mon,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
24,student,single,12,1,0,0,aug,fri,200,1,6,4,failure,-2.9,92.201,-31.4,0.849,5076.2,0
31,unemployed,married,16,0,0,0,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
59,retired,married,4,1,0,1,jun,mon,263,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
25,student,single,12,1,0,0,may,mon,160,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
33,admin.,married,12,1,0,0,jul,tue,58,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
39,technician,single,12,1,0,0,aug,mon,124,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,admin.,married,6,1,0,0,nov,fri,72,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
36,technician,divorced,17,1,0,0,aug,wed,79,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
